Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2019-06-12 05-AM,BTCEUR,7049.9,7051.4,7014.7,7036.6,69.17,486666.35
2019-06-12 04-AM,BTCEUR,7049.8,7060.9,7033,7049.9,35.47,250111.7
2019-06-12 03-AM,BTCEUR,7094.7,7134.2,6958.1,7049.8,351.58,2473663.88
2019-06-12 02-AM,BTCEUR,6947,7112,6947,7094.7,347.53,2452555.28
2019-06-12 01-AM,BTCEUR,6930.6,6964.1,6923.1,6947,77.34,536555.85
2019-06-12 12-AM,BTCEUR,6993,6994.2,6920,6930.6,146.42,1017304.72
2019-06-11 11-PM,BTCEUR,6983.9,7013.7,6983.6,6993,90.72,634925.76
2019-06-11 10-PM,BTCEUR,6994.8,7010.5,6983.3,6983.9,81.77,572034.8
2019-06-11 09-PM,BTCEUR,7005,7027.3,6986.7,6994.8,150.95,1057298.84
2019-06-11 08-PM,BTCEUR,6980.7,7049,6967.2,7005,302.53,2117928.41
2019-06-11 07-PM,BTCEUR,6963.9,6988.1,6946.1,6980.7,204.32,1423289.73
2019-06-11 06-PM,BTCEUR,6968.5,6999,6945.2,6963.9,194.58,1356596.4
2019-06-11 05-PM,BTCEUR,6959,7000,6943.4,6968.5,181.26,1262555.76
2019-06-11 04-PM,BTCEUR,6899.2,6989.3,6804.4,6959,405.2,2790761.77
2019-06-11 03-PM,BTCEUR,6904.6,6915.2,6871.1,6899.2,233.64,1610724.05
2019-06-11 02-PM,BTCEUR,6921.3,6934,6878.3,6904.6,270.62,1867069.66
2019-06-11 01-PM,BTCEUR,6896.3,6928.3,6892.1,6921.3,327.76,2265244.62
2019-06-11 12-PM,BTCEUR,6897.7,6916,6868,6896.3,196.53,1354659.52
2019-06-11 11-AM,BTCEUR,6924.5,6931.6,6858.1,6897.7,343.0,2365683.25
2019-06-11 10-AM,BTCEUR,7030.5,7033,6878.7,6924.5,630.1,4371595.88
2019-06-11 09-AM,BTCEUR,7049.8,7059,7019.6,7030.5,213.45,1502562.63
2019-06-11 08-AM,BTCEUR,7021.6,7055.4,7008.6,7049.8,465.92,3274959.82
2019-06-11 07-AM,BTCEUR,7014.4,7028,6989.4,7021.6,187.14,1311307.47
2019-06-11 06-AM,BTCEUR,7032.5,7034,7000,7014.4,171.56,1202050.06
2019-06-11 05-AM,BTCEUR,7026.2,7044.4,7020.2,7032.5,69.97,491627.79
2019-06-11 04-AM,BTCEUR,7045.8,7047.7,7026.2,7026.2,66.09,465415.73
2019-06-11 03-AM,BTCEUR,7037.3,7047.8,7020.1,7045.8,35.62,250532.6
2019-06-11 02-AM,BTCEUR,7049.9,7058.4,7025.8,7037.3,19.33,136045.42
2019-06-11 01-AM,BTCEUR,7072,7073.2,7044,7049.9,23.95,168974.14
2019-06-11 12-AM,BTCEUR,7088.4,7119.9,7044.7,7072,194.15,1375240.58
2019-06-10 11-PM,BTCEUR,7040.5,7089,7025.2,7088.4,110.93,782766.71
2019-06-10 10-PM,BTCEUR,7037.1,7070.7,7023.2,7040.5,69.81,492014.39
2019-06-10 09-PM,BTCEUR,7035,7042.6,6999.4,7037.1,70.68,496613.84
2019-06-10 08-PM,BTCEUR,7066.4,7083.8,6995,7035,266.36,1870478.73
2019-06-10 07-PM,BTCEUR,7040.8,7098.5,7035,7066.4,161.6,1142248.78
2019-06-10 06-PM,BTCEUR,7028.8,7048.2,7007.8,7040.8,100.19,704351.96
2019-06-10 05-PM,BTCEUR,7034.4,7040,7005.2,7028.8,149.16,1047757.3
2019-06-10 04-PM,BTCEUR,7035.3,7080,7011.8,7034.4,137.96,971252.04
2019-06-10 03-PM,BTCEUR,7033.1,7153.3,6983.5,7035.3,857.78,6067440.51
2019-06-10 02-PM,BTCEUR,7048.5,7078.2,7032.7,7033.1,278.92,1966866.7
2019-06-10 01-PM,BTCEUR,7079.7,7079.7,7019.2,7048.5,318.28,2242289.13
2019-06-10 12-PM,BTCEUR,7041.5,7150,7035.9,7079.7,592.93,4205947.49
2019-06-10 11-AM,BTCEUR,6791.4,7091.7,6753.4,7041.5,937.7,6554862.29
2019-06-10 10-AM,BTCEUR,6836.1,6847.3,6776.7,6791.4,305.83,2079187.15
2019-06-10 09-AM,BTCEUR,6847.5,6857.1,6834,6836.1,279.77,1914671.51
2019-06-10 08-AM,BTCEUR,6846.5,6903.9,6839.2,6847.5,315.25,2164072.56
2019-06-10 07-AM,BTCEUR,6833.1,6882.4,6833,6846.5,241.09,1653162.51
2019-06-10 06-AM,BTCEUR,6762.9,6860,6762.9,6833.1,250.03,1706955.07
2019-06-10 05-AM,BTCEUR,6777.1,6777.1,6754,6762.9,46.17,312290.94
2019-06-10 04-AM,BTCEUR,6787.1,6796,6750.9,6777.1,55.16,373877.61
2019-06-10 03-AM,BTCEUR,6773,6810.2,6769.4,6787.1,96.23,653848.83
2019-06-10 02-AM,BTCEUR,6751.4,6777.3,6724.6,6773,48.14,325180.46
2019-06-10 01-AM,BTCEUR,6738.8,6794.9,6722.9,6751.4,91.7,619359.62
2019-06-10 12-AM,BTCEUR,6772.7,6772.7,6656,6738.8,344.95,2313815.2
2019-06-09 11-PM,BTCEUR,6737.8,6800.2,6702.6,6772.7,134.75,912001.13
2019-06-09 10-PM,BTCEUR,6771.7,6771.7,6659,6737.8,356.68,2396933.06
2019-06-09 09-PM,BTCEUR,6849.9,6864.2,6761.7,6771.7,191.38,1301847.41
2019-06-09 08-PM,BTCEUR,6880.2,6885.9,6819.3,6849.9,124.53,853016.45
2019-06-09 07-PM,BTCEUR,6816,6901.2,6811.6,6880.2,127.56,874295.27
2019-06-09 06-PM,BTCEUR,6788.2,6828.8,6780.9,6816,74.36,506201.99
2019-06-09 05-PM,BTCEUR,6780,6809.5,6736.9,6788.2,178.56,1210625.03
2019-06-09 04-PM,BTCEUR,6856.3,6857,6751,6780,402.64,2735013.31
2019-06-09 03-PM,BTCEUR,6886,6891.8,6844.9,6856.3,142.93,981150.85
2019-06-09 02-PM,BTCEUR,6865.7,6889.1,6806.6,6886,166.41,1138070.04
2019-06-09 01-PM,BTCEUR,6875.8,6892,6829.7,6865.7,117.24,804849.46
2019-06-09 12-PM,BTCEUR,6973.2,6973.2,6830.8,6875.8,408.15,2811453.09
2019-06-09 11-AM,BTCEUR,6979.2,6999.2,6967.4,6973.2,67.18,468987.52
2019-06-09 10-AM,BTCEUR,6989.8,6992.1,6967.4,6979.2,57.19,399328.91
2019-06-09 09-AM,BTCEUR,7010.7,7013.7,6976.9,6989.8,81.18,568113.06
2019-06-09 08-AM,BTCEUR,7000,7026.6,6992.2,7010.7,119.86,839336.53
2019-06-09 07-AM,BTCEUR,6984,7012,6965.2,7000,76.41,534541.44
2019-06-09 06-AM,BTCEUR,6992.8,6992.8,6965.1,6984,26.52,185061.54
2019-06-09 05-AM,BTCEUR,6985.8,6994.6,6982,6992.8,17.03,119006.69
2019-06-09 04-AM,BTCEUR,6985.4,6987.7,6972.2,6985.8,9.883,68969.73
2019-06-09 03-AM,BTCEUR,6966,6992.5,6962.1,6985.4,24.51,170840.85
2019-06-09 02-AM,BTCEUR,6981.5,6985.7,6958.3,6966,21.28,148401.02
2019-06-09 01-AM,BTCEUR,6985.9,7000.5,6966.8,6981.5,9.261,64676.95
2019-06-09 12-AM,BTCEUR,7015.3,7035.8,6961.5,6985.9,32.27,225681.6
2019-06-08 11-PM,BTCEUR,7020.9,7046.7,7007.6,7015.3,57.29,402732.09
2019-06-08 10-PM,BTCEUR,6985.5,7030.1,6981.1,7020.9,221.08,1547645.64
2019-06-08 09-PM,BTCEUR,6975.4,7000,6962.6,6985.5,189.97,1327598.26
2019-06-08 08-PM,BTCEUR,6936.6,6980,6935.9,6975.4,246.74,1718510.07
2019-06-08 07-PM,BTCEUR,6939.3,6955.3,6926.4,6936.6,45.93,318791.3
2019-06-08 06-PM,BTCEUR,6935.1,6952.8,6917.1,6939.3,144.31,1000169.16
2019-06-08 05-PM,BTCEUR,6935.5,6944.4,6883.3,6935.1,147.46,1020276.03
2019-06-08 04-PM,BTCEUR,7016,7029.4,6911,6935.5,254.23,1771206.26
2019-06-08 03-PM,BTCEUR,7016,7030,6960.9,7016,140.03,979979.44
2019-06-08 02-PM,BTCEUR,7040.3,7055.3,6990,7016,300.38,2112870.72
2019-06-08 01-PM,BTCEUR,7025.2,7051.8,6997.6,7040.3,89.49,628425.7
2019-06-08 12-PM,BTCEUR,7077.7,7077.7,6992.1,7025.2,196.88,1380870.23
2019-06-08 11-AM,BTCEUR,7055.9,7078.4,7051.2,7077.7,63.28,446569.58
2019-06-08 10-AM,BTCEUR,7070.1,7094,7051.8,7055.9,69.19,489712.87
2019-06-08 09-AM,BTCEUR,7049,7080,7035.1,7070.1,112.18,791491.27
2019-06-08 08-AM,BTCEUR,7014.7,7061,7003.1,7049,62.24,437639.31
2019-06-08 07-AM,BTCEUR,6995.2,7026.8,6967.3,7014.7,87.33,610951.22
2019-06-08 06-AM,BTCEUR,7029.8,7035.3,6984.5,6995.2,123.07,862043.87
2019-06-08 05-AM,BTCEUR,7056.9,7080.9,7029.7,7029.8,72.26,509796.39
2019-06-08 04-AM,BTCEUR,7031.1,7058.1,7020.1,7056.9,33.29,234538.77
2019-06-08 03-AM,BTCEUR,7043.6,7053.3,7031.1,7031.1,14.93,105244.02
2019-06-08 02-AM,BTCEUR,7044.1,7051.8,7016.2,7043.6,54.46,382778.29
2019-06-08 01-AM,BTCEUR,7106.8,7110.3,7040.6,7044.1,35.74,252963.75
2019-06-08 12-AM,BTCEUR,7070.1,7120,7054.2,7106.8,28.44,201491.39
2019-06-07 11-PM,BTCEUR,7090.1,7128.3,7067.5,7070.1,65.23,463045.11
2019-06-07 10-PM,BTCEUR,7025.9,7097,7016.8,7090.1,125.55,886008.29
2019-06-07 09-PM,BTCEUR,6985.5,7036.1,6964.4,7025.9,230.21,1609550.65
2019-06-07 08-PM,BTCEUR,7041.9,7084.1,6951,6985.5,311.31,2188091.27
2019-06-07 07-PM,BTCEUR,7153,7159.5,7030.8,7041.9,283.11,2005635.15
2019-06-07 06-PM,BTCEUR,7149,7178,7139.9,7153,268.05,1918258.52
2019-06-07 05-PM,BTCEUR,7127,7161.9,7121.4,7149,233.81,1669232.21
2019-06-07 04-PM,BTCEUR,7032.2,7168,7012.3,7127,530.03,3769107.08
2019-06-07 03-PM,BTCEUR,7015.2,7036.7,7015,7032.2,174.62,1226176.66
2019-06-07 02-PM,BTCEUR,7070.3,7074.1,7015,7015.2,180.12,1269633.36
2019-06-07 01-PM,BTCEUR,7015.1,7074.3,7015,7070.3,248.15,1748827.22
2019-06-07 12-PM,BTCEUR,7034.1,7071.2,7010,7015.1,349.7,2461715.31
2019-06-07 11-AM,BTCEUR,7080.9,7095.2,7024,7034.1,218.85,1546489.91
2019-06-07 10-AM,BTCEUR,7078.8,7103.8,7074.3,7080.9,219.7,1558921.49
2019-06-07 09-AM,BTCEUR,7085.5,7105,7057.8,7078.8,405.81,2875010.5
2019-06-07 08-AM,BTCEUR,7063.9,7148.8,7063.9,7085.5,471.95,3352281.3
2019-06-07 07-AM,BTCEUR,7038.5,7119.3,7032.6,7063.9,530.05,3744650.47
2019-06-07 06-AM,BTCEUR,6929.1,7073.5,6929.1,7038.5,391.06,2745082.56
2019-06-07 05-AM,BTCEUR,6905.3,6932.8,6902.2,6929.1,70.09,485042.85
2019-06-07 04-AM,BTCEUR,6931.3,6946.6,6900.9,6905.3,107.61,744996.92
2019-06-07 03-AM,BTCEUR,6900.6,6937.1,6893.2,6931.3,216.15,1496687.07
2019-06-07 02-AM,BTCEUR,6916.3,6922.4,6884,6900.6,64.09,442295.81
2019-06-07 01-AM,BTCEUR,6908.2,6922.4,6887.5,6916.3,115.0,793850.45
2019-06-07 12-AM,BTCEUR,6925.7,6951.9,6901.1,6908.2,95.57,661831.01
2019-06-06 11-PM,BTCEUR,6850.3,6948,6850.3,6925.7,183.04,1262898.35
2019-06-06 10-PM,BTCEUR,6868.2,6879.4,6837.3,6850.3,146.81,1005904.14
2019-06-06 09-PM,BTCEUR,6824.6,6869.8,6820.1,6868.2,105.64,723955.95
2019-06-06 08-PM,BTCEUR,6740,6855.9,6728.4,6824.6,259.84,1767937.96
2019-06-06 07-PM,BTCEUR,6742.8,6766.1,6713.1,6740,312.68,2105080.43
2019-06-06 06-PM,BTCEUR,6779.9,6789.9,6601,6742.8,811.53,5429136.18
2019-06-06 05-PM,BTCEUR,6840,6840.2,6773.3,6779.9,261.52,1779198.01
2019-06-06 04-PM,BTCEUR,6836,6859.8,6814.9,6840,172.89,1182638.15
2019-06-06 03-PM,BTCEUR,6825.5,6851.6,6802.9,6836,284.0,1938511.44
2019-06-06 02-PM,BTCEUR,6886.6,6886.6,6744.8,6825.5,496.47,3385070.23
2019-06-06 01-PM,BTCEUR,6883,6897.8,6781.9,6886.6,522.51,3575231.97
2019-06-06 12-PM,BTCEUR,6980.1,6994.7,6820.2,6883,648.96,4474594.01
2019-06-06 11-AM,BTCEUR,6959.8,6996.2,6949.8,6980.1,267.8,1868393.33
2019-06-06 10-AM,BTCEUR,6929.6,6965.9,6925,6959.8,102.78,714035.0
2019-06-06 09-AM,BTCEUR,6956.4,6969.9,6925,6929.6,137.73,957928.07
2019-06-06 08-AM,BTCEUR,6925.1,6958.6,6900,6956.4,252.86,1754567.98
2019-06-06 07-AM,BTCEUR,6968,6978.1,6917.5,6925.1,141.61,984075.86
2019-06-06 06-AM,BTCEUR,6943.2,6973.6,6940,6968,60.6,421756.48
2019-06-06 05-AM,BTCEUR,6979.8,6983.1,6925.1,6943.2,63.98,444301.58
2019-06-06 04-AM,BTCEUR,7004.6,7004.6,6957,6979.8,86.07,600383.31
2019-06-06 03-AM,BTCEUR,6963.1,7009.8,6962.8,7004.6,42.52,296983.85
2019-06-06 02-AM,BTCEUR,6986,7001.2,6956.6,6963.1,28.01,195509.95
2019-06-06 01-AM,BTCEUR,6949.2,7007.4,6937.5,6986,83.04,579404.56
2019-06-06 12-AM,BTCEUR,6939.2,6968,6910.3,6949.2,68.03,471992.54
2019-06-05 11-PM,BTCEUR,6939.5,6977,6922.2,6939.2,129.02,896217.14
2019-06-05 10-PM,BTCEUR,6897.4,6943.1,6856.2,6939.5,148.83,1027877.52
2019-06-05 09-PM,BTCEUR,6889.6,6917.8,6790.8,6897.4,346.45,2378235.27
2019-06-05 08-PM,BTCEUR,6950,7054.3,6828.6,6889.6,648.18,4493300.17
2019-06-05 07-PM,BTCEUR,6918.4,6986.9,6918.4,6950,206.54,1438080.46
2019-06-05 06-PM,BTCEUR,6951.6,6959.8,6900,6918.4,156.27,1081894.99
2019-06-05 05-PM,BTCEUR,6908.2,6979.1,6880,6951.6,245.95,1706187.22
2019-06-05 04-PM,BTCEUR,6799.2,6930.7,6796.4,6908.2,329.92,2268641.46
2019-06-05 03-PM,BTCEUR,6835.3,6868.7,6736.9,6799.2,574.86,3913681.87
2019-06-05 02-PM,BTCEUR,6903.8,6927.9,6791.9,6835.3,409.53,2813423.81
2019-06-05 01-PM,BTCEUR,6890.2,6916.8,6870.1,6903.8,306.72,2115288.65
2019-06-05 12-PM,BTCEUR,6923.3,6933.8,6870,6890.2,367.49,2539147.61
2019-06-05 11-AM,BTCEUR,6982.2,7014.5,6887.5,6923.3,424.59,2955578.96
2019-06-05 10-AM,BTCEUR,6928,7010,6900,6982.2,317.39,2207702.72
2019-06-05 09-AM,BTCEUR,6935.8,6959.2,6900,6928,275.06,1904788.24
2019-06-05 08-AM,BTCEUR,6959.3,6971.9,6909.8,6935.8,229.04,1589067.69
2019-06-05 07-AM,BTCEUR,6892.2,6967.8,6880.2,6959.3,234.16,1622382.64
2019-06-05 06-AM,BTCEUR,6884.8,6911.5,6838,6892.2,203.93,1402235.28
2019-06-05 05-AM,BTCEUR,6925.9,6951.1,6876.9,6884.8,178.08,1231196.32
2019-06-05 04-AM,BTCEUR,6926.5,6942.4,6892.9,6925.9,130.22,900033.54
2019-06-05 03-AM,BTCEUR,6958.1,6969.5,6921.4,6926.5,48.84,339288.26
2019-06-05 02-AM,BTCEUR,6894.1,6994.9,6890.5,6958.1,176.54,1226242.77
2019-06-05 01-AM,BTCEUR,6889.5,6925.9,6870.1,6894.1,56.24,387855.12
2019-06-05 12-AM,BTCEUR,6825.9,6932.6,6818.1,6889.5,290.34,2000730.73
2019-06-04 11-PM,BTCEUR,6799.5,6829,6765.7,6825.9,95.99,652426.07
2019-06-04 10-PM,BTCEUR,6625,6818.8,6615,6799.5,555.35,3732280.16
2019-06-04 09-PM,BTCEUR,6802.4,6856.5,6625,6625,555.72,3749433.99
2019-06-04 08-PM,BTCEUR,6743.6,6820,6720.5,6802.4,286.89,1946388.5
2019-06-04 07-PM,BTCEUR,6810.1,6826,6600,6743.6,1013.37,6820757.06
2019-06-04 06-PM,BTCEUR,6750,6862.3,6750,6810.1,701.44,4781412.1
2019-06-04 05-PM,BTCEUR,7036.6,7050.4,6705.8,6750,1519.83,10427672.6
2019-06-04 04-PM,BTCEUR,7062,7086.1,7021.3,7036.6,463.8,3271035.72
2019-06-04 03-PM,BTCEUR,7090.3,7120.3,7050,7062,237.12,1681845.3
2019-06-04 02-PM,BTCEUR,7119.1,7122.2,7083.4,7090.3,295.14,2095711.83
2019-06-04 01-PM,BTCEUR,7071.9,7138.2,7062.4,7119.1,770.08,5476866.72
2019-06-04 12-PM,BTCEUR,7042,7074.4,7002,7071.9,592.3,4168554.87
2019-06-04 11-AM,BTCEUR,7086.6,7093,7033.8,7042,417.38,2945117.01
2019-06-04 10-AM,BTCEUR,7078,7111,7065,7086.6,696.75,4936171.28
2019-06-04 09-AM,BTCEUR,7066.1,7097,7031.5,7078,418.32,2955666.62
2019-06-04 08-AM,BTCEUR,6989.5,7077.5,6989.2,7066.1,436.89,3071703.9
2019-06-04 07-AM,BTCEUR,6966.4,6999.9,6856.6,6989.5,670.08,4646305.27
2019-06-04 06-AM,BTCEUR,7062.2,7068.5,6932.2,6966.4,680.02,4761085.27
2019-06-04 05-AM,BTCEUR,7082.9,7117.6,7050,7062.2,325.09,2301592.06
2019-06-04 04-AM,BTCEUR,7022.5,7104.5,6979.2,7082.9,365.45,2576213.41
2019-06-04 03-AM,BTCEUR,7140.8,7146.6,7022.2,7022.5,229.0,1622243.15
2019-06-04 02-AM,BTCEUR,7115,7144.7,7074.7,7140.8,139.75,993291.64
2019-06-04 01-AM,BTCEUR,7080,7148.1,7066,7115,208.35,1481648.93
2019-06-04 12-AM,BTCEUR,7219.9,7224.5,6907.1,7080,1217.58,8596663.59
2019-06-03 11-PM,BTCEUR,7552.1,7552.1,7114.4,7219.9,1352.19,9857438.73
2019-06-03 10-PM,BTCEUR,7554,7563.1,7482.3,7552.1,163.4,1228685.57
2019-06-03 09-PM,BTCEUR,7624.7,7633.2,7523.1,7554,191.14,1446791.09
2019-06-03 08-PM,BTCEUR,7638,7645,7600,7624.7,106.82,813639.24
2019-06-03 07-PM,BTCEUR,7616.8,7638.1,7600,7638,179.4,1366690.03
2019-06-03 06-PM,BTCEUR,7552.1,7638.2,7552,7616.8,178.74,1358227.08
2019-06-03 05-PM,BTCEUR,7613.1,7628,7552,7552.1,163.24,1237235.13
2019-06-03 04-PM,BTCEUR,7584.5,7639.3,7545.4,7613.1,246.03,1868332.6
2019-06-03 03-PM,BTCEUR,7515.6,7593.3,7457.1,7584.5,595.07,4472808.66
2019-06-03 02-PM,BTCEUR,7550,7586.9,7472.8,7515.6,568.76,4284394.04
2019-06-03 01-PM,BTCEUR,7637.5,7637.5,7550,7550,262.38,1993116.7
2019-06-03 12-PM,BTCEUR,7605,7668.1,7589.4,7637.5,496.99,3798962.2
2019-06-03 11-AM,BTCEUR,7644.3,7646.5,7590.6,7605,201.39,1535908.85
2019-06-03 10-AM,BTCEUR,7582,7645.4,7579.2,7644.3,341.31,2595822.68
2019-06-03 09-AM,BTCEUR,7588.4,7605.8,7535.7,7582,306.72,2324288.17
2019-06-03 08-AM,BTCEUR,7585,7640.9,7584.9,7588.4,248.65,1894506.66
2019-06-03 07-AM,BTCEUR,7640.3,7642.7,7428,7585,627.5,4736725.59
2019-06-03 06-AM,BTCEUR,7693.1,7714.6,7598.1,7640.3,294.14,2248810.4
2019-06-03 05-AM,BTCEUR,7768.6,7769.5,7659.4,7693.1,192.09,1480132.81
2019-06-03 04-AM,BTCEUR,7763.2,7780.6,7750.1,7768.6,27.38,212514.43
2019-06-03 03-AM,BTCEUR,7768.2,7785.8,7753.1,7763.2,31.32,243326.73
2019-06-03 02-AM,BTCEUR,7778.6,7787.2,7749.5,7768.2,47.96,372614.82
2019-06-03 01-AM,BTCEUR,7766.8,7793.2,7714.6,7778.6,131.51,1018170.77
2019-06-03 12-AM,BTCEUR,7829.9,7833.4,7757.3,7766.8,82.69,643473.35
2019-06-02 11-PM,BTCEUR,7835.6,7850,7815.4,7829.9,69.28,542937.55
2019-06-02 10-PM,BTCEUR,7810,7840,7777.3,7835.6,152.49,1191481.08
2019-06-02 09-PM,BTCEUR,7789.4,7821.1,7774.5,7810,118.87,926762.62
2019-06-02 08-PM,BTCEUR,7788.6,7817.1,7773.7,7789.4,96.88,755244.65
2019-06-02 07-PM,BTCEUR,7791.1,7792.1,7750.1,7788.6,47.31,367812.76
2019-06-02 06-PM,BTCEUR,7774,7798.6,7752,7791.1,133.28,1036040.55
2019-06-02 05-PM,BTCEUR,7801.1,7807.7,7760.1,7774,295.05,2296425.98
2019-06-02 04-PM,BTCEUR,7795.3,7810,7777,7801.1,66.93,521599.06
2019-06-02 03-PM,BTCEUR,7790.2,7821.3,7781.1,7795.3,100.61,784415.32
2019-06-02 02-PM,BTCEUR,7783.4,7816.9,7771,7790.2,144.08,1122588.48
2019-06-02 01-PM,BTCEUR,7886.1,7886.4,7705,7783.4,486.3,3788831.69
2019-06-02 12-PM,BTCEUR,7833.7,7912,7830.4,7886.1,286.92,2261051.57
2019-06-02 11-AM,BTCEUR,7817.2,7839.9,7812.3,7833.7,101.24,792445.51
2019-06-02 10-AM,BTCEUR,7812.7,7817.9,7790.2,7817.2,99.32,775239.98
2019-06-02 09-AM,BTCEUR,7831.1,7848.7,7804.6,7812.7,129.41,1012740.59
2019-06-02 08-AM,BTCEUR,7807.2,7848.9,7779.6,7831.1,256.69,2005025.88
2019-06-02 07-AM,BTCEUR,7695.1,7836,7695.1,7807.2,294.8,2294198.3
2019-06-02 06-AM,BTCEUR,7703.6,7711.5,7680.7,7695.1,40.77,313893.33
2019-06-02 05-AM,BTCEUR,7690.3,7703.6,7675.2,7703.6,31.14,239480.83
2019-06-02 04-AM,BTCEUR,7672.6,7691.3,7669.9,7690.3,17.79,136602.04
2019-06-02 03-AM,BTCEUR,7678.9,7682.8,7660,7672.6,28.25,216711.47
2019-06-02 02-AM,BTCEUR,7683.3,7698.6,7674.8,7678.9,21.53,165477.32
2019-06-02 01-AM,BTCEUR,7683.9,7713,7674,7683.3,51.62,397247.35
2019-06-02 12-AM,BTCEUR,7665.8,7694.9,7660.3,7683.9,26.12,200630.08
2019-06-01 11-PM,BTCEUR,7699.7,7699.7,7645,7665.8,57.54,441532.2
2019-06-01 10-PM,BTCEUR,7702,7708.1,7657.4,7699.7,59.95,460510.91
2019-06-01 09-PM,BTCEUR,7657.4,7708.1,7657.1,7702,102.73,790314.86
2019-06-01 08-PM,BTCEUR,7656.1,7677.5,7654.8,7657.4,38.46,294782.7
2019-06-01 07-PM,BTCEUR,7628.8,7663.4,7611.1,7656.1,73.99,565143.85
2019-06-01 06-PM,BTCEUR,7649.2,7663.7,7611.1,7628.8,117.99,901222.41
2019-06-01 05-PM,BTCEUR,7677.2,7677.4,7644.9,7649.2,73.32,561448.58
2019-06-01 04-PM,BTCEUR,7652,7686.6,7652,7677.2,50.44,386913.43
2019-06-01 03-PM,BTCEUR,7616.9,7655.1,7607.4,7652,88.71,676881.96
2019-06-01 02-PM,BTCEUR,7640,7652.6,7582,7616.9,156.91,1195698.1
2019-06-01 01-PM,BTCEUR,7666.7,7668,7638.9,7640,79.47,608251.91
2019-06-01 12-PM,BTCEUR,7683.4,7688.7,7662.7,7666.7,71.09,545799.19
2019-06-01 11-AM,BTCEUR,7671.6,7688.9,7648.4,7683.4,68.4,524950.72
2019-06-01 10-AM,BTCEUR,7689.2,7716.6,7664,7671.6,116.25,894158.15
2019-06-01 09-AM,BTCEUR,7672.2,7724.1,7663.5,7689.2,153.5,1181497.83
2019-06-01 08-AM,BTCEUR,7655,7676.6,7630.6,7672.2,114.15,873062.67
2019-06-01 07-AM,BTCEUR,7642.1,7656.5,7613.4,7655,48.96,374227.25
2019-06-01 06-AM,BTCEUR,7585.5,7656.5,7564.3,7642.1,193.17,1472042.18
2019-06-01 05-AM,BTCEUR,7661.9,7665.3,7569.5,7585.5,229.94,1749858.34
2019-06-01 04-AM,BTCEUR,7660.6,7680.6,7647.6,7661.9,66.95,512712.2
2019-06-01 03-AM,BTCEUR,7650.1,7670,7650.1,7660.6,36.37,278612.17
2019-06-01 02-AM,BTCEUR,7669.2,7677.2,7635.4,7650.1,35.61,272369.53
2019-06-01 01-AM,BTCEUR,7697.5,7701.9,7650.1,7669.2,45.43,348776.86
2019-06-01 12-AM,BTCEUR,7677.8,7707,7629.5,7697.5,121.11,928555.32
2019-05-31 11-PM,BTCEUR,7638.1,7700,7637.5,7677.8,115.37,885070.41
2019-05-31 10-PM,BTCEUR,7644.3,7652.9,7618.1,7638.1,96.92,739739.08
2019-05-31 09-PM,BTCEUR,7625.5,7683.2,7606.8,7644.3,549.92,4210136.06
2019-05-31 08-PM,BTCEUR,7565.7,7637.6,7561.3,7625.5,276.05,2096569.2
2019-05-31 07-PM,BTCEUR,7534,7574.3,7532.7,7565.7,120.27,908412.86
2019-05-31 06-PM,BTCEUR,7546.1,7599.9,7525.1,7534,232.74,1760500.81
2019-05-31 05-PM,BTCEUR,7536.9,7579.5,7512.3,7546.1,164.5,1243091.14
2019-05-31 04-PM,BTCEUR,7507.5,7599.9,7465.9,7536.9,334.86,2527106.09
2019-05-31 03-PM,BTCEUR,7565.2,7588.1,7460.1,7507.5,385.73,2909484.83
2019-05-31 02-PM,BTCEUR,7572.3,7609,7521.8,7565.2,330.4,2498247.85
2019-05-31 01-PM,BTCEUR,7465.8,7580,7465.8,7572.3,607.94,4588006.68
2019-05-31 12-PM,BTCEUR,7420.5,7465.8,7408.8,7465.8,278.25,2070755.15
2019-05-31 11-AM,BTCEUR,7456.8,7456.8,7388.2,7420.5,249.39,1849436.42
2019-05-31 10-AM,BTCEUR,7471,7498.8,7437.5,7456.8,430.49,3219288.08
2019-05-31 09-AM,BTCEUR,7455.1,7490.7,7455.1,7471,358.46,2678697.12
2019-05-31 08-AM,BTCEUR,7462,7499,7440.1,7455.1,433.1,3233684.94
2019-05-31 07-AM,BTCEUR,7448,7464.6,7405.9,7462,323.26,2403433.35
2019-05-31 06-AM,BTCEUR,7403.1,7460.2,7399.9,7448,255.78,1900220.48
2019-05-31 05-AM,BTCEUR,7340,7415.6,7263.8,7403.1,236.61,1738871.05
2019-05-31 04-AM,BTCEUR,7441.3,7442.8,7340,7340,129.03,952845.33
2019-05-31 03-AM,BTCEUR,7434.8,7446.3,7387,7441.3,94.13,698377.09
2019-05-31 02-AM,BTCEUR,7483.3,7493.3,7424.2,7434.8,97.61,728797.9
2019-05-31 01-AM,BTCEUR,7459.1,7526.5,7452.2,7483.3,132.96,995123.39
2019-05-31 12-AM,BTCEUR,7445,7498.8,7442.6,7459.1,145.84,1089962.69
2019-05-30 11-PM,BTCEUR,7445,7469.9,7390,7445,218.24,1622427.36
2019-05-30 10-PM,BTCEUR,7388.5,7470,7314.6,7445,872.38,6454973.43
